                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     400                                      628                  3.0000000000000000E+000                  2.0000000000000000E-002                  5.3996655581835104E+004                  7.7310466828341350E+002                  4.8369969442351621E+003                  7.1922318661734550E+001                  1.2093139156753454E+001                 -7.4175221546372194E+000                  7.0000000000000018E-001                  2.9797635251229874E-005                  2.7997020236474890E-001                  3.4416073257059741E-003                  1.0081585205319675E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  3.0000000000000000E+000                  0.0000000000000000E+000                  2.1000000000000005E+000                  8.9392905753689540E-005                  8.3991060709424648E-001                  1.0324821977117919E-002                  3.0244755615959039E-003                  2.8081347839322635E-002                  6.2983814350022769E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9999998701594950E+000                  1.2083304951104694E+001                  2.9999998155972656E+000                  1.2079888753195789E+001                  2.4309807491260726E+005                  2.4289541566639490E+005                  4.1711669698937500E+008                  9.6221904031560939E-010                  9.6221904031560939E-010                  0.0000000000000000E+000                  3.8495293255269662E-011                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.7040345554859431E+012                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211201" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  3.0000000000000000E+000                  1.0825390503640249E+000                  3.6845764238424414E+000                 -7.5662401982072405E+000                  3.9230114206122479E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  2.9999999999985003E+000                  1.0825390439934723E+000                  3.6845781035984908E+000                 -7.5662283331385574E+000                  3.9230248572196782E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       3                  2.9999999999958753E+000                  1.0825390328453144E+000                  3.6845802415029842E+000                 -7.5662132327936211E+000                  3.9230419577569480E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       4                  2.9999999999932503E+000                  1.0825390216975423E+000                  3.6845826466808327E+000                 -7.5661962457694472E+000                  3.9230611950585366E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  2.9999999999899685E+000                  1.0825390077633716E+000                  3.6845853191515290E+000                 -7.5661773723773615E+000                  3.9230825688414575E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  2.9999999999866875E+000                  1.0825389938298040E+000                  3.6845893279264632E+000                 -7.5661490643901432E+000                  3.9231146275477538E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  2.9999999999801248E+000                  1.0825389659644817E+000                  3.6845984911575043E+000                 -7.5660843698912483E+000                  3.9231878957242614E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  2.9999999999641873E+000                  1.0825388983016180E+000                  3.6846114736386086E+000                 -7.5659927423498079E+000                  3.9232916712175960E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  2.9999999999482498E+000                  1.0825388306529939E+000                  3.6846294215376427E+000                 -7.5658661243441392E+000                  3.9234350848456363E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      10                  2.9999999999201252E+000                  1.0825387113077913E+000                  3.6846676142231920E+000                 -7.5655968923730450E+000                  3.9237400630753481E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                      11                  2.9999999998545004E+000                  1.0825384330078527E+000                  3.6847402071084154E+000                 -7.5650859860450899E+000                  3.9243189338255133E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
                                      12                  2.9999999997420002E+000                  1.0825379564819155E+000                  3.6848549001578550E+000                 -7.5642809829537914E+000                  3.9252313762317810E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      13                  2.9999999995732498E+000                  1.0825372430137785E+000                  3.6850385793280700E+000                 -7.5629972605705804E+000                  3.9266873179222417E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      14                  2.9999999992920001E+000                  1.0825360574021237E+000                  3.6853068706639371E+000                 -7.5611346232981411E+000                  3.9288018781071106E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      15                  2.9999999989169996E+000                  1.0825344833369914E+000                  3.6857676987029073E+000                 -7.5579672182559046E+000                  3.9324031079677022E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      16                  2.9999999981670000E+000                  1.0825313580324845E+000                  3.6866929893406231E+000                 -7.5517288098892106E+000                  3.9395174045223058E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      17                  2.9999999966669999E+000                  1.0825251963706986E+000                  3.6888677926410014E+000                 -7.5376559444866702E+000                  3.9556786717707126E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      18                  2.9999999929169996E+000                  1.0825102822857406E+000                  3.6920368754229460E+000                 -7.5186804559123468E+000                  3.9777733300126594E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      19                  2.9999999891670002E+000                  1.0824960043667931E+000                  3.6952613208064649E+000                 -7.5008799853592043E+000                  3.9988008344336912E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      20                  2.9999999854170003E+000                  1.0824822985028171E+000                  3.6985395331501207E+000                 -7.4841057772249293E+000                  4.0188595565206944E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      21                  2.9999999816670000E+000                  1.0824691106968205E+000                  3.7018716164742305E+000                 -7.4682679147375879E+000                  4.0380348633825820E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      22                  2.9999999779170001E+000                  1.0824563940226466E+000                  3.7052588906271802E+000                 -7.4532941040177887E+000                  4.0564013134986174E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      23                  2.9999999741669998E+000                  1.0824441072665159E+000                  3.7087031925123810E+000                 -7.4391206848611784E+000                  4.0740244077744885E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      24                  2.9999999704170000E+000                  1.0824322140290783E+000                  3.7122065585814510E+000                 -7.4256911466331443E+000                  4.0909619997561792E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      25                  2.9999999666670001E+000                  1.0824206820010573E+000                  3.7179673699360709E+000                 -7.4053549602676574E+000                  4.1170656898094320E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      26                  2.9999999582712635E+000                  1.0823960413995468E+000                  3.7242174278605740E+000                 -7.3861046782509643E+000                  4.1425763920165855E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      27                  2.9999999540733953E+000                  1.0823842537919386E+000                  3.7284601666459429E+000                 -7.3741444004837069E+000                  4.1587890361183995E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      28                  2.9999999498755265E+000                  1.0823727854594209E+000                  3.7349548626160241E+000                 -7.3574162722410916E+000                  4.1820291370330498E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
