                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    2243                                     1542                  6.0000000000000000E+000                  2.0000000000000000E-002                  6.6511295293804765E+007                  2.0871287217203844E+003                  4.5116776691842106E+003                  1.3740754735733794E+003                  6.0755836032260554E+001                  1.1267054740541376E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4358260431704671E-011                  4.4092425646989930E-001                  4.8558599117447015E-037                  5.3498623420918490E-001                  1.9999155096518673E-002                  6.0000000000000000E+000                  0.0000000000000000E+000                  3.3173461887193252E+000                  2.0445492303731514E-004                  2.1521007100701453E+000                  2.2924142685812210E-001                  2.2528290456322781E-002                  2.3221173939186340E-001                  2.1825236318497532E-002                  1.1678385198877992E+000                  3.0434623988721093E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9999884534460950E+000                  6.0633777670689810E+001                  5.9999852973892498E+000                  6.0604400154517840E+001                  1.9357084609465010E+006                  1.0122398964448012E+004                  4.3665723720376000E+007                  1.5139610409075478E+003                  3.1440504393398722E+001                  1.0220825704531013E+003                  4.4720211214793757E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.0989734325120042E+015                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211209" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  6.0000000000000000E+000                  1.7835880013628918E+000                  3.6543380797682348E+000                 -8.1379096096589425E+000                  3.3228302286296296E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  5.9999999999970006E+000                  1.7835880009881526E+000                  3.6543381169102913E+000                 -8.1379093494409069E+000                  3.3228305256920936E+000                  6.9999999999999907E-001                  2.8000000000000086E-001                  2.0000000000000018E-002 
                                       3                  5.9999999999927054E+000                  1.7835880004517874E+000                  3.6543381606411951E+000                 -8.1379090430616259E+000                  3.3228308754518481E+000                  6.9999999999999918E-001                  2.8000000000000086E-001                  2.0000000000000018E-002 
                                       4                  5.9999999999884119E+000                  1.7835879999154238E+000                  3.6543382262375674E+000                 -8.1379085834932372E+000                  3.3228314000909540E+000                  6.9999999999999940E-001                  2.8000000000000058E-001                  2.0000000000000018E-002 
                                       5                  5.9999999999798250E+000                  1.7835879988426953E+000                  3.6543383470918060E+000                 -8.1379077367902113E+000                  3.3228323666797248E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                       6                  5.9999999999646789E+000                  1.7835879969508499E+000                  3.6543385013385645E+000                 -8.1379066561440006E+000                  3.3228336003365468E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                       7                  5.9999999999495346E+000                  1.7835879950590074E+000                  3.6543387087136128E+000                 -8.1379052032901900E+000                  3.3228352589033858E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                       8                  5.9999999999239559E+000                  1.7835879918639421E+000                  3.6543389692172581E+000                 -8.1379033782338244E+000                  3.3228373423754136E+000                  7.0000000000000029E-001                  2.7999999999999992E-001                  1.9999999999999796E-002 
                                       9                  5.9999999998983764E+000                  1.7835879886688892E+000                  3.6543393169815181E+000                 -8.1379009418599519E+000                  3.3228401237258769E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      10                  5.9999999998556612E+000                  1.7835879833333934E+000                  3.6543397520072407E+000                 -8.1378978941824727E+000                  3.3228436029414801E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
