                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1750                                     1532                  6.0000000000000000E+000                  2.0000000000000000E-002                  5.9310277095055513E+007                  2.2847586914423777E+004                  4.3537142750087023E+003                  1.5958629169487931E+003                  7.0313186558362105E+001                 -1.4125287930634765E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5763545547308564E-001                  2.0783262500093547E-001                  3.5526042829365908E-006                  1.0446709419459944E-002                  1.9991333106571793E-002                  6.0000000000000000E+000                  0.0000000000000000E+000                  3.3902985854221797E+000                  2.1027492814089762E-004                  2.4215435161101535E+000                  7.4003088428975614E-002                  2.4494900928748575E-002                  4.6865600684812769E-002                  1.8042087123057011E-002                  9.9945614320101528E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9999801324589503E+000                  7.0142459944670733E+001                  5.9999750889296255E+000                  7.0105571462354121E+001                  2.4099782156055206E+006                  7.5309484740135185E+003                  3.7597214248650432E+007                  1.5894756630678630E+003                  1.2858295060254172E+003                  2.8453143597341341E+002                  8.7689813702148783E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.8717226201583618E+015                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211209" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  6.0000000000000000E+000                  1.8470367803895358E+000                  3.6388599336895218E+000                 -8.1865310766452790E+000                  3.2587210284325487E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  5.9999999999970006E+000                  1.8470367801191385E+000                  3.6388599855099408E+000                 -8.1865307139474606E+000                  3.2587214428921336E+000                  6.9999999999999996E-001                  2.8000000000000019E-001                  1.9999999999999796E-002 
                                       3                  5.9999999999842508E+000                  1.8470367789699440E+000                  3.6388601249316430E+000                 -8.1865297381196651E+000                  3.2587225579838308E+000                  7.0000000000000029E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                       4                  5.9999999999546256E+000                  1.8470367762997659E+000                  3.6388603623653517E+000                 -8.1865280763048371E+000                  3.2587244569636411E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002 
                                       5                  5.9999999999120854E+000                  1.8470367724656216E+000                  3.6388607436944960E+000                 -8.1865254073803921E+000                  3.2587275067856623E+000                  7.0000000000000040E-001                  2.7999999999999969E-001                  1.9999999999999907E-002 
                                       6                  5.9999999998387272E+000                  1.8470367658536153E+000                  3.6388614311693188E+000                 -8.1865205958168783E+000                  3.2587330050460044E+000                  6.9999999999999996E-001                  2.8000000000000025E-001                  1.9999999999999796E-002 
                                       7                  5.9999999997031406E+000                  1.8470367536331533E+000                  3.6388625983045220E+000                 -8.1865124273904204E+000                  3.2587423392870156E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
                                       8                  5.9999999994840003E+000                  1.8470367338822162E+000                  3.6388644375192776E+000                 -8.1864995558672806E+000                  3.2587570479441959E+000                  6.9999999999999996E-001                  2.8000000000000014E-001                  1.9999999999999907E-002 
                                       9                  5.9999999991441557E+000                  1.8470367032533228E+000                  3.6388679000873831E+000                 -8.1864753253514326E+000                  3.2587847371122343E+000                  7.0000000000000018E-001                  2.7999999999999980E-001                  2.0000000000000018E-002 
                                      10                  5.9999999984316563E+000                  1.8470366390418256E+000                  3.6388743704876276E+000                 -8.1864300532461769E+000                  3.2588364723049552E+000                  7.0000000000000051E-001                  2.7999999999999964E-001                  1.9999999999999796E-002 
